3-d;"3-D"
remote administration;"ការ​គ្រប់គ្រង​ពី​ចម្ងាយ"
remote control;"ការ​បញ្ជា​ពី​ចម្ងាយ"
remote desktop;""
remote;"ឆ្ងាយ"
remotely;""
removable disk;"ថាស​ចល័ត"
removable drives and media;""
removable media;""
removable;"ចល័ត"
remove from panel;""
remove;"យក​ចេញ"
removed;""
rename;"ប្ដូរ​ឈ្មោះ"
render;"បង្ហាញ"
rendering;""
renew;"បន្ត"
reopen;"បើក​ឡើង​វិញ"
reorder;""
reorderable;""
repaginate;"បង់​លេខ​ទំព័រ​ឡើង​វិញ"
repair;"ជួសជុល"
repaired;"ដែល​ជួសជុល​រួច"
repeat;"ធ្វើ​ម្ដង​ទៀត"
repeating;""
replace all;""
replace;"ជំនួស"
replaced;""
replacement table;"តារាង​ជំនួស"
replacement;"ការ​ជំនួស"
replicate;"ថត​ចម្លង"
replication;"ការ​ថត​ចម្លង"
replies;""
reply to all;""
reply to list;""
reply to sender;""
reply-to;""
reply;"ឆ្លើយតប"
report broken web site;""
report;"របាយការណ៍"
reporting;""
reports;""
reposition;""
repository;"ឃ្លាំង"
request;"សំណើ"
requesting;""
require;"ទាមទារ"
required;""
requirement;"តម្រូវការ"
research;"ស្រាវជ្រាវ"
resend;""
reserved blocks;""
reserved;""
reset and clear;""
reset view to defaults;""
reset;"កំណត់​ឡើង​វិញ"
resident memory;""
resident;""
residual;""
resizable;""
resize;"ប្ដូរ​ទំហំ"
resolution;"គុណភាព​បង្ហាញ"
resolver;"អ្នក​ដោះស្រាយ"
resource element;""
resource;"ធនធាន"
respond;"ឆ្លើយតប"
responding;""
response;"ចម្លើយតប"
restart evolution;""
restart;"ចាប់ផ្ដើម​ឡើង​វិញ"
restarted;""
restarting;""
restore default;"ស្ដារ​លំនាំដើម"
restore icon's original size;""
restore;"ស្ដារ"
restored;""
restrict;"ដាក់​កម្រិត"
restricted;"ដែល​ត្រូវ​បាន​កម្រិត"
restriction;"កម្រិត"
result;"លទ្ធផល"
resultset;"សំណុំ​លទ្ធផល"
resume;"ធ្វើ​បន្ត"
retain;""
retrieve;"ទៅ​យក"
retry;"ព្យាយាម​ម្ដង​ទៀត"
return address;"អាសយដ្ឋាន​ត្រឡប់"
return key;""
return receipt;"បង្កាន់​ដៃ​ត្រឡប់"
return;"ត្រឡប់"
returned;""
retype;""
reuse;"ប្រើ​ឡើង​វិញ"
reveal;""
reverse video;""
reverse;"ដាក់​បញ្ច្រាស"
reversed;""
revert;"ត្រឡប់​ទៅ​ដើម"
review;"ពិនិត្យ​ឡើង​វិញ"
revision;"ការ​ពិនិត្យ​ឡើង​វិញ"
revocation;"ការ​ដក​ហូត​វិញ"
revoke;"ដកហូត​វិញ"
rewind;"ខារ​ថយក្រោយ"
rhombus;"ចតុកោណ​ស្មើ"
rhythmbox music player;""
rich text;"អត្ថបទ​សម្បូរ​បែប"
rid;"កម្ចាត់"
right arrow;""
right click;""
right join;"រួម​ខាង​ស្ដាំ"
right margin;""
right mouse button;""
right now;""
right to left;""
right-click on;""
right-to-left;""
right;""
rights;""
ring;"កង"
ringtone;""
rip;"ច្រៀក"
rise set;""
rise;""
rock;""
role;""
roll back;"រមៀល​ថយ"
roll over;"ដាក់​លើ"
roll up;"រមៀល​ឡើង"
roll;"រមៀល"
rollback;""
room list;""
root directory;""
root menu;""
root password;""
root window;""
root;"Root"
rotate;"បង្វិល"
rotated;""
rotating;""
rotation angle;"មុំ​បង្វិល"
round bracket;"វង់ក្រចក"
round;"បង្គត់"
rounded polygon;"ពហុកោណ​ជ្រុង​មូល"
rounded rectangle;"ចតុកោណកែង​ជ្រុង​មូល"
rounded;""
route;"នាំផ្លូវ"
router;""
routine;"ទម្រង់ការ"
routing;""
row break;"ការ​បំបែក​ជួរ​ដេក"
row header;""
row heading;"ក្បាល​ជួរ​ដេក"
row;"ជួរ​ដេក"
rpm package;""
ruby (phonetic guide);"មគ្គុទ្ទេសក៍​សូរសព្ទ"
rule;"ច្បាប់"
ruler;"បន្ទាត់"
run application;""
run level;"កម្រិត​រត់"
run-time error;"កំហុស​ពេល​រត់"
run-time;"ពេល​រត់"
run;"រត់"
runaway;"មិន​អាច​បញ្ជា​បាន"
running;""
runtime;""
safe mode;""
safe;"សុវត្ថិភាព"
safety;"សុវត្ថិភាព"
salmon;"ពណ៌​ស្លាទុំ"
salutation;"វន្ទនាការ"
salvage;"សង្គ្រោះ"
sample;"គំរូ"
sampling;""
sans serif;""
sans;""
saturation;"តិត្ថិភាព"
saturday;""
save a copy;""
save all;""
save as;"រក្សាទុក​ជា"
save file as;""
save file;""
save frame as;""
save image;""
save message;""
save page as;""
save screenshot;""
save search;""
save the current file;""
save;"រក្សាទុក"
saved;""
saving;""
sc/xspread;""
scalable;""
scalar;""
scale;"មាត្រដ្ឋាន"
scaling factor;""
scam;""
scan;"វិភាគ"
scanner tool;""
scanner;"ម៉ាស៊ីន​​ស្កេន"
scanning;""
scenario;"សាច់រឿង"
scenarios;""
scene;""
schedule manager;""
schedule;"កំណត់​ពេល"
schema;""
scheme;"គ្រោងការណ៍"
scientific notation;""
scientific;""
scim input method setup;""
scope;"វិសាលភាព"
score;""
scratch;""
screen resolution;""
screen saver;"ធាតុ​រក្សា​អេក្រង់"
screen tips;"ព័ត៌មាន​ជំនួយ​លើ​អេ​ក្រង់"
screen;"អេក្រង់"
screensaver;""
screenshot.png;""
screenshot;"រូបថត​អេក្រង់"
screw;""
script;"ស្គ្រីប"
scroll bar;"របារ​រមូរ"
scroll horizontal;"រមូរ​ផ្ដេក"
scroll wheel;""
scroll;"រមូរ"
scrollbars;""
scsi;""
sd/mmc;""
search domains;""
search engine;"ម៉ាស៊ីន​ស្វែងរក"
search folders;""
search for files;""
search for text;""
search key;"ពាក្យ​ស្វែងរក"
search results;""
search string;""
search term;""
search;"ស្វែងរក"
searchable;""
searched;""
searches;""
searching;""
sec. (second);"វិ."
second;""
secondary colors;""
secondary;"រង"
secret;""
section;"ភាគ"
sector;"ចម្រៀក"
secure channel;""
secure keyboard;""
secure;"ដែល​មាន​សុវត្ថិភាព"
security level and firewall;""
security warning;""
security;"សុវត្ថិភាព"
seek;"ស្វែងរក"
segment;"ច្រៀក"
segmentation fault;""
segmentation;"ការ​ចែក​ជា​ចម្រៀក"
select a disc;""
select a file;""
select a folder;""
select address book;""
select all messages;""
select all text;""
select all;"ជ្រើស​ទាំងអស់"
select an application;""
select an image;""
select date;""
select file;""
select folder;""
select message thread;""
select pattern;""
select range;""
select sound file;""
select text;""
select today;""
select;"ជ្រើស"
selectable;""
selected text;"អត្ថបទ​​ដែល​បាន​ជ្រើស"
selected/unselected;""
selected;""
selecting;""
selection bound;""
selection;"ជម្រើស"
self-extracting;"ការ​ស្រង់​ចេញ​ដោយ​ខ្លួន​ឯង"
selinux context;""
selinux troubleshooter;""
semantic;""
semi;"កន្លះ"
semibold;"ដិត​ល្មម"
semicircle;"កន្លះ​រង្វង់"
semicolon;"សញ្ញា​​ចំណុច​ក្បៀស (semicondensed"
semiexpanded;"រង្វើល​​ល្មម"
semilight;"ស្រាល​​ល្មម"
send an email;""
send backward;"បញ្ជូន​ទៅ​ក្រោយ"
send immediately;"ផ្ញើ​ភ្លាមៗ"
send later;"ផ្ញើ​ពេល​ក្រោយ"
send link;""
send message to contact;""
send now;"ផ្ញើ​ឥឡូវ"
send options;""
send to back;"បញ្ជូន​ទៅ​ក្រោយ​គេ"
send unsent messages;"ផ្ញើ​សារ​មិន​ទាន់​ផ្ញើ"
send/receive;""
send;"ផ្ញើ"
sender;"អ្នក​ផ្ញើ"
sending message;""
sending;""
sense;""
sensitive;""
sensitivity;""
sensor;""
sent;""
sentence;""
separate;""
separator;""
september;""
sequence;"លំដាប់"
sequential access;"ចូល​ដំណើរការ​តាម​លំដាប់​លំដោយ"
sequential;""
serial number;"លេខ​សម្គាល់"
serial;"សៀរៀល"
series;"ស៊េរី"
serif;""
serve;""
server farm;"តំបន់​ម៉ាស៊ីន​បម្រើ"
server name;"ឈ្មោះ​ម៉ាស៊ីន​បម្រើ"
server side;"ខាង​ម៉ាស៊ីន​បម្រើ"
server;"ម៉ាស៊ីន​បម្រើ"
service;""
services;""
session management;""
session;"សម័យ"
sessions;""
set as;""
set character encoding;""
set language;""
set title;""
set up;"រៀបចំ"
set;"កំណត់"
setting;"ការ​កំណត់"
settings;""
setup;""
severity;""
sha1 fingerprint;""
sha256;""
shade;""
shading;""
shadow;"ស្រមោល"
shape;"រាង"
shaped text;""
share;"ចែក​រំលែក"
shared file;"ឯកសារ​រួម"
shared memory;""
shared;""
shareware;"កម្មវិធី​ប្រើ​សាកល្បង"
sharing;"ការ​ចែក​រំលែក"
sharp;""
sharpen;"ស្រួច"
sharpness;""
shear;"កាត់"
sheet from file;""
sheet;"សន្លឹក"
shell;"សែល"
shift (key);"ប្ដូរ"
shift / shift key;""
shift key;""
shift;"អង្កិល"
short description;""
short;""
shortcut command;""
shortcut key;"គ្រាប់​ចុច​ផ្លូវ​កាត់"
shortcut;"ផ្លូវ​កាត់"
shorter;""
show empty groups;""
show hidden files;""
show hidden messages;""
show hidden;""
show idle times;""
show information;""
show menubar;""
show offline buddies;""
show tabs;""
show text;""
show toolbar;""
show week numbers;""
show/hide slide;""
show;""
shown;""
shred;"ច្រៀក"
shrink to fit page width;"បង្រួញ​តម្រូវ​តាម​ទទឹង​ទំព័រ"
shrink to fit;"បង្រួញ​ឲ្យ​សម"
shrink;"បង្រួញ"
shuffle mode;""
shuffle;""
shut down;""
shut;""
shutdown;"បិទ"
shutting down;""
shutting;""
side bar;""
side pane;""
sidebar;"របារ​ចំហៀង"
sign in;"ចូល"
sign out;"ចេញ"
sign up;"ចុះ​ឈ្មោះ"
sign;"ចុះ​ហត្ថលេខា"
signal;"សញ្ញា"
signature block;""
signature;"ហត្ថលេខា"
signed;""
signer;"អ្នក​ចុះ​ហត្ថលេខា"
signing;""
silence;""
similarity search;"ស្វែងរក​ភាព​ស្រដៀង​គ្នា"
simple;"សាមញ្ញ"
simplified;""
simulated;""
simulation;""
simulator;"កម្មវិធី​ក្លែង​ធ្វើ"
simultaneous;""
single click;""
single quote;""
single-sided;"ម្ខាង"
single;""
site manager;"កម្មវិធី​គ្រប់គ្រង​តំបន់​បណ្ដាញ"
site;"តំបន់​បណ្ដាញ"
size box;""
size limit;""
size;"ទំហំ"
sizelimit;"ទំហំ​កំណត់"
skew;"ឆៀង"
skewness;""
skip all;""
skip;"រំលង"
skipped;""
skipping;""
sky;""
skype;""
slant;"ភាព​ទេរ"
slash;""
slashed cross;""
slave field;"វាល​កូន​ចៅ"
slave;"កូន​ចៅ"
sleep;""
sleeping;""
slice;""
slide (presentation);"ស្លាយ"
slide design;""
slide layout;""
slide pane;""
slide show settings;""
slide show;"ការ​បញ្ចាំង​ស្លាយ"
slide sorter;""
slide transition;""
slide;""
slider;"គ្រាប់​រំកិល"
slideshow / slide show;""
slideshow;""
slip;""
slogan;"ពាក្យ​ស្លោក"
slot;"រន្ធ"
slovak;""
slovenian;""
slow terminals;""
slow;""
slower;"យឺត​ជាង"
slowest;"យឺត​បំផុត"
small capitals;"អក្សរ​​ពុម្ព​​តូច"
smart card manager;""
smart terminal;""
smart;"ឆ្លាត"
smile (smiley);"ការ​ញញឹម"
smiley;"សញ្ញា​​​អារម្មណ៍"
smooth end;"ការ​បញ្ចប់​យឺតៗ"
smooth scroll;"រមូរ​រាប​ស្មើ"
smooth start;"ការ​ចាប់ផ្ដើម​យឺតៗ"
smooth;"រាប​ស្មើ"
smoothing;""
sms (short message);"សារ​ខ្លី"
sms;""
smtp;""
snap;"ខ្ទាស់"
snapshot;"រូបថត"
snooze;""
socket number;"លេខ​​រន្ធ"
socket;"រន្ធ"
socks server;""
soft keys;""
soft;""
soften;""
software bug;""
software foundation;""
software update;""
software updater;""
software;"ផ្នែក​ទន់"
solarization;"ពន្លឺ​ព្រះអាទិត្យ"
solid color;""
solid lines;""
solid model;""
solid;"តាន់"
solution;""
solve;""
solving;""
song;""
sort buddies;""
sort by;"តម្រៀប​តាម"
sort criteria;""
sort order;""
sort;"តម្រៀប"
sorted;""
sorting;""
sound & video;""
sound card;""
sound juicer cd extractor;""
sound preferences;""
sound theme;""
sound;""
soundcard detection;""
source code;""
source;"ប្រភព"
south;""
space (disk);"ទំហំ (ថាស)"
space .;""
space bar;""
space character;""
space;""
spacing;"គម្លាត"
spam;"សារ​ឥត​បាន​ការ"
span;"វិសាលភាព"
spanish;""
spawn;"បង្កើត"
speaker;"ធុងបាស"
special character;""
special;""
specific;""
specification;""
specified;""
specify;"បញ្ជាក់​លម្អិត"
spectral;"នៃ​វិសាលគម"
spectrum;"វិសាល​គម"
specular;"ឆ្លុះ"
speech;""
speed unit;""
speed;"ល្បឿន"
spell checker;""
spell checking;"ការ​ពិនិត្យ​អក្ខរាវិរុទ្ធ"
spell-checker;""
spell-checking;""
spell;""
spellcheck;"ពិនិត្យ​​អក្ខរាវិរុទ្ធ"
spelling and grammar;"អក្ខរាវិរុទ្ធ និង វេយ្យាករណ៏"
spelling;"អក្ខរាវិរុទ្ធ"
sphere;""
spin box;""
spin button;"ប៊ូតុង​បង្កើន​បន្ថយ"
spin;""
spiral;"គួច"
splash page / splash screen;""
splash;""
split cell;""
split table;""
split;"ពុះ"
splitting;""
sponsor;"អ្នក​ធានា"
spool file;"ឯកសារ​ស្ពូល"
spool;"ស្ពូល"
spot;""
spouse;""
spread sheet;""
spread;""
spreadsheet;"សៀវភៅ​បញ្ជី"
square bracket;""
square root;""
square;""
ssh;""
ssl client certificate;""
ssl server certificate;""
stability;""
stabilize;""
stable;""
stack;"ជង់"
stage;""
stagger even;"លេខ​សេស​ទាប​ជាង​លេខគូ"
stagger odd;"លេខ​គូ​ទាប​ជាង​លេខ​សេស"
stalk;"ឈ្លបចាប់"
stamp;""
stand alone;""
stand-alone;""
stand;""
standalone;"ឈរ​តែ​ឯង"
standard deviation;""
standard;"ស្តង់ដារ"
standby;"រង់ចាំ"
star;""
start angle;"មុំ​ចាប់ផ្ដើម"
start date;""
start menu;"ម៉ឺនុយ​ចាប់ផ្ដើម"
start time;""
start with;""
start;"ចាប់ផ្ដើម"
started;""
starting page;"ទំព័រចាប់ផ្ដើម"
startup files;""
startup program;""
startup time;""
startup;"មើល Boot"
state;""
statement;"សេចក្ដីថ្លែង​ការណ៍"
static;"ឋិតិវន្ត"
stationery;"សម្ភារៈ​ការិយាល័យ"
statistic;""
statistics;"ស្ថិតិ"
status bar;"របារ​ស្ថានភាព"
status dock;""
status docklet;""
status;"ស្ថានភាព"
statusbar;""
step increment;""
step;"ជំហាន"
stereo;"ស្តេរេអូ"
stereotype;""
stick;""
sticky notes;""
sticky;""
stock chart;"គំនូស​តាង​សន្និធិ"
stock icon;""
stock ticker;""
stop;"ឈប់"
stopped;""
stopping;""
storage device;"ឧបករណ៍​ផ្ទុក"
storage type;""
storage;""
store;"ទុក"
stored;""
straight;""
strategies;""
strategy to use;""
strategy;""
stream;"ស្ទ្រីម"
streaming;""
street;""
strength;""
stretch (wallpaper);"ប៉ុន​ទំហំ​ផ្ទៃ"
stretch icon;""
stretch;"ទាញ​ឲ្យវែង"
strict;"តឹង​រ៉ឹង"
strike;""
strikethrough set;""
strikethrough;"បន្ទាត់​ឆូត"
string;"ខ្សែ​អក្សរ"
strip;"ច្បូត​ចេញ"
stripchart program;""
stroke;"ខ្វាច់"
strong;""
structure diagram;""
structure;"រចនាសម្ព័ន្ធ"
stub;""
style and formatting;"រចនាប័ទ្ម និង ទ្រង់ទ្រាយ"
style scheme;""
style;"រចនាប័ទ្ម"
styles and formatting;""
stylesheet;"សន្លឹក​រចនាប័ទ្ម"
sub directory;""
sub folder;""
sub menu;"ម៉ឺនុយ​រង"
subdirectory;"ថត​រង"
subdivision;"ផ្នែក​រង"
subfolder;"មើល Subdirectory"
subject line;""
subject;"ប្រធានបទ"
sublevel;"កម្រិត​រង"
submenu item;""
submenu;""
submission;"ការ​ដាក់​ស្នើ"
submit bug report;""
submit;"ដាក់​ស្នើ"
submitted;""
submitting;""
subnet;""
subpoint;"ចំណុច​រង"
subroutine;"ទម្រង់ការ​រង"
subscribe to other user's folder;""
subscribe;"ជាវ​ប្រចាំ"
subscribed;""
subscript;"អក្សរ​តូច​ក្រោម"
subscription;"ការ​ជាវ​ប្រចាំ"
subscriptions;""
subshell support;""
substitute;""
substring;""
subtitle;"ចំណងជើង​រង"
subtotal;"សរុប​រង"
subtotals;""
subtract;"ដក"
subtraction;"ការ​ដក"
subtree;"មែក​ធាង​រង"
succeed;"ជោគជ័យ"
success;""
successful;""
successfully;"ដោយ​ជោគជ័យ"
suffix;"បច្ច័យ"
suggest;"ផ្ដល់​យោបល់"
suggestion;"ការ​ផ្ដល់​យោបល់"
suite;"ឈុត"
sum (noun);""
sum (verb);""
sum;"ផលបូក"
summarize;"សង្ខេប"
summary slide;""
summary;""
sunday;""
super user;"អ្នក​ប្រើ​ជាន់ខ្ពស់"
super;""
superordinate;"លំដាប់​ខ្ពស់​ជាង"
superscript;"អក្សរ​តូច​លើ"
supply;"ផ្គត់ផ្គង់"
support;"គាំទ្រ"
supported;""
suppress;""
surface;"ផ្ទៃ​ខាង​ក្រៅ"
surprise (smiley);"ភ្ញាក់ផ្អើល"
surrounding;""
suspend;"ផ្អាក"
suspicious;"ដែល​មន្ទិល​សង្ស័យ"
swallowed application;""
swap memory;"សតិ​ស្វ៉ប"
swap space;""
swap;"ដូរ"
swedish;""
switch level;""
switch off;"បិទ"
switch on;"បើក"
switch user;""
switch;"កុងតាក់"
switcher appearance;""
switcher;""
sylk file;""
symbol;"និមិត្ត​សញ្ញា"
symbolic link;""
symmetric control;""
symmetric;""
symmetry;"ស៊ីមេទ្រី"
sync / synchronize;""
synchronization options;""
synchronization;"សមកាលកម្ម"
synchronize;"ធ្វើ​សមកាលកម្ម"
synchronized;""
synonym;"វេវចនសព្ទ"
syntax error;""
syntax highlighting;""
syntax;"វាក្យ​សម្ពន្ធ"
system administrator;"អ្នក​គ្រប់គ្រង​ប្រព័ន្ធ"
system configuration;""
system log;""
system monitor;""
system requirement;"តម្រូវការ​របស់​ប្រព័ន្ធ"
system settings;""
system tools;""
system unit;"ធុង​ប្រព័ន្ធ"
system;"ប្រព័ន្ធ"
tab (key);"ថេប"
tab / tab key;""
tab;"ផ្ទាំង"
tabbed section;""
table boundaries;""
table cell;""
table of contents;"តារាង​មាតិកា"
table properties;"លក្ខណៈ​សម្បត្តិ​តារាង"
table;"តារាង"
tablet;""
tag;"ស្លាក"
tagged;""
take screenshot;""
talk;""
tall;""
tamil;""
tan;""
tar archive;""
target file exists;""
target file;""
target;"គោល​ដៅ"
task group menu;""
task information;""
task list;"បញ្ជី​ភារកិច្ច"
task menu;""
task pane;"ស្លាបព្រិល​ភារកិច្ច"
task;""
taskbar;"របារ​ភារកិច្ច"
tasklist button;""
tasklist;""
tasks;""
tclass;""
tcp/ip;""
technology;""
telecommunication;"ទូរគមនាគមន៍"
telephone number;""
telephone;""
teletype;"ទូរលិខ​អង្គុលីលេខ"
telnet;""
temp file;""
temperature unit;""
template;"ពុម្ព"
templates;""
tempo;""
temporarily;""
temporary buffer;""
temporary files;""
temporary;"បណ្ដោះ​អាសន្ន"
ten;""
term variable;""
term;"ពាក្យ"
terminal server client;""
terminal;"ស្ថានីយ៍"
terminate;"បញ្ចប់​ដំណើរការ"
terminated;""
terminology;"ប្រជុំ​ស័ព្ទ​បច្ចេកទេស"
terms of agreement;"លក្ខខណ្ឌ​កិច្ចព្រមព្រៀង"
test module;""
test;"សាកល្បង"
testing;""
text area;""
text box;"ប្រអប់​អត្ថបទ"
text color;""
text column;""
text editor;"កម្មវិធី​និពន្ធ​អត្ថបទ"
text file;""
text flow;"លំហូរ​អត្ថបទ"
text limit;"ព្រំដែន​អត្ថបទ"
text only;""
text size;""
text;""
textual name;""
texture;"វាយនភាព"
the gimp;""
theme;"ស្បែក"
themes;""
thesaurus;"កម្រង​វេវចនសព្ទ"
thesis;"និក្ខេបបទ"
thick;""
thickness;""
thin;"ស្តើង"
thousand;""
thousands separator;"សញ្ញា​បំបែក​ខ្ទង់​ពាន់"
thread;"ខ្សែ​ស្រឡាយ"
threshold;"កម្រិត​ពន្លឺ"
thumb nails;""
thumbnail;"រូបភាព​តូច"
thumbprint;"ស្នាម​មេដៃ"
thunderbird email;""
thursday;""
tick;""
ticker properties;""
tiff;""
tight;"តឹង"
tilde;""
tile;""
tilt;"ផ្អៀង"
time and date;""
time format;""
time limit;"ម៉ោង​កំណត់"
time out;"អស់​ពេល"
time remaining;""
time servers;""
time setting;"ការ​កំណត់​ពេលវេលា"
time stamp;""
time zone;""
time;""
timed out;""
timeout / time out;""
timeout;""
timer;"ឧបករណ៍​កំណត់​ពេល"
timestamp;""
timezone;""
timing;""
tint;"ពណ៌​ប្រឿងៗ"
tiny;"ល្អិត"
tip;""
tips and tricks;""
tips;"ព័ត៌មាន​ជំនួយ"
title bar;"របារ​ចំណងជើង"
title case;"អក្សរ​ធំ​នៅ​ដើម​ពាក្យ"
title;"ងារ"
to do;"ត្រូវ​ធ្វើ"
today;""
todo list;""
toggle button;""
toggle;"បិទ​បើក"
token;"កាស"
tolerance;""
tomboy notes;""
tomorrow;""
tone;""
tongue-out;"លៀន​អណ្ដាត"
tool bar;""
tool box;""
tool menu;""
tool;"ឧបករណ៍"
toolbar button;""
toolbar editor;""
toolbar style;""
toolbar;"របារ​ឧបករណ៍"
toolbars;""
toolbox;"ប្រអប់​ឧបករណ៍"
toolkit;"មើល Toolbox"
tools;""
tooltip;"ព័ត៌មាន​ជំនួយ"
top secret;""
top to bottom;""
top-level;""
top;"កំពូល"
topic;"ប្រធានបទ"
topology;"ក្បួន​ត"
torus;"ថូរ៉ាស់"
total;""
totem movie player;""
touchpad;""
touchscreen;""
trace;"ដាន"
track;"តាមដាន"
trackball;"ឃ្លី"
trademark;""
traditional;""
traffic;"ចរាចរ"
transaction;"កិច្ចការ"
transfer statement;""
transfer;"ផ្ទេរ"
transferable;""
transferred;""
transferring;""
transform;"ប្លែង"
transformation;"ការ​ប្លែង​ភាព"
transition;"ដំណើរ​​ផ្លាស់ប្ដូរ"
transitive;""
translate;""
translated;""
translation;""
translator;""
transmission channel;""
transmission;"ការ​បញ្ជូន"
transmit;"បញ្ជូន"
transparency;"ភាព​​ថ្លា"
transparent;"ថ្លា"
transpose;"ផ្លាស់​កន្លែង"
trap;""
trash can;"ធុង​សំរាម"
trash;"សំរាម"
tree;"មែក​ធាង"
treeview;"ទិដ្ឋភាព​មែកធាង"
trial period;"រយៈពេល​សាកល្បង"
trial;"ការ​សាកល្បង"
triangle;""
trigger;"គន្លឹះ"
trim;"កាត់​តម្រឹម"
tristate;"ស្ថានភាព​បី"
trouble shoot;""
troubleshoot;"ដោះស្រាយ​បញ្ហា"
troubleshooter;"អ្នក​ដោះស្រាយ​បញ្ហា"
troubleshooting;"ការ​ដោះស្រាយ​បញ្ហា"
true color;"ពណ៌​ធម្មជាតិ"
true;""
truncate;"កាត់​ឲ្យ​ខ្លី"
truncated;""
trust;"ជឿ​ទុកចិត្ត"
trusted;"ដែល​ជឿ​ទុកចិត្ត"
try again;""
try;""
tty;""
tuesday;""
tune;""
tuner;"ប្រដាប់​រាវ​ប៉ុស្តិ៍"
turing machine;""
turquoise;"បៃតង​ខៀវ"
tweak;""
twip;"ធ្វីប"
type (noun);""
type (verb);""
type bindings;""
type face;""
type mismatch;""
type;"វាយ"
typeface;"លក្ខណៈ​អក្សរ"
typing;""
typography;"មុទ្ទវិទ្យា"
ultrabold;"ដិត​ជ្រុល"
ultracondensed;"ញឹក​ជ្រុល"
ultraexpanded;"រង្វើល​ជ្រុល"
ultralight;"ស្រាល​ជ្រុល"
unable;""
unacceptable;""
unauthorized;""
unavailable;"ដែល​មិន​អាច​រក​បាន"
uncheck;"ដោះ​​ធីក"
uncompressed;""
undecided (smiley);"មិន​ទាន់​សម្រេច​ចិត្ត"
undefined;""
undelete message;""
undelete;""
under line;""
underline set;""
underline;"គូស​បន្ទាត់​ក្រោម"
underlined;""
undo;"មិន​ធ្វើ​វិញ"
undock;"ចេញ​ពី​ផែ"
unencrypted;""
unexpected end;""
unexpected error;""
unexpected;"ដែល​មិន​រំពឹង"
unexpectedly;""
unfilled;"មិន​ទាន់​បំពេញ"
unformatted;"មិន​ទាន់​រៀបចំ"
ungroup;"បំបែក​ក្រុម"
unicode;""
uniform resource identifier;""
uniform resource locator;""
uninstall (program);"លុប"
uninstall;""
uninstalling;""
union;"សហភាព"
unique;""
unit;""
unitary;"រួម"
universal access;""
universal;""
unix;""
unknown command;""
unknown error;""
unknown host;""
unknown value;""
unknown volume;""
unknown;"មិន​ស្គាល់"
unlimited;""
unlink;"មិន​តភ្ជាប់"
unload;"រើចេញ"
unlock;""
unlocked;""
unmark;"ដោះ​សម្គាល់"
unmatched;""
unmount;"អាន់ម៉ោន"
unnamed;"ដែល​គ្មាន​ឈ្មោះ"
unpack;"ស្រាយ"
unprotect;""
unreachable;"មិន​អាច​ទៅ​ដល់"
unread;"មិន​ទាន់​អាន"
unreadable;"មិន​អាច​អាន​បាន"
unready;"មិន​ទាន់​ហើយ"
unrecognized;""
unsafe;""
unsaved document;""
unsaved;""
unselect;""
unsent;"មិន​ទាន់​ផ្ញើ"
unshade;"ដោះស្រមោល"
unsigned;""
unsorted;""
unspecified;""
unsubscribe;"ឈប់​ជាវ"
unsuccessful;""
unsupported;""
untitled document;""
untitled;""
untrusted;""
unused;""
unvisited;"មិន​ទាន់​​​ទស្សនា"
unzip;"ពន្លា"
up arrow;""
up-to-date;""
up;""
update;"ធ្វើ​ឲ្យ​ទាន់​សម័យ"
updated;"ដែល​ទាន់​សម័យ"
updating;""
upgrade;"ធ្វើ​ឲ្យ​ប្រសើរ"
upgrading;""
upload;"ផ្ទុក​ឡើង"
uploaded;""
uploading;""
upper case;""
upper;"លើ"
uppercase;"អក្សរធំ"
upright;"ត្រង់​ទៅលើ"
ups;""
uptime;""
upward;"ទៅខាង​លើ"
urgent condition;""
urgent;""
uri;""
url;"URL"
usable;""
usage;""
usb stick, memory stick;""
usb;""
use markup;""
use;""
used;""
user account;"គណនី​អ្នក​ប្រើ"
user defined;""
user directory;""
user id / userid;""
user id;"លេខ​សម្គាល់​អ្នក​ប្រើ"
user interface;"ចំណុច​ប្រទាក់​អ្នក​ប្រើ"
user name;""
user profile;""
user-friendly;"ងាយស្រួល​ប្រើ"
user;"អ្នកប្រើ"
username;"ឈ្មោះ​អ្នក​ប្រើ"
users and groups;""
using;""
utilities;""
utility;"ឧបករណ៍​ប្រើប្រាស់"
valid chars;""
valid until;""
valid;"ត្រឹមត្រូវ"
validate;"ធ្វើ​ឲ្យ​មាន​សុពលភាព"
validation;"សុពលកម្ម"
validity;"សុពលភាព"
value highlighting;""
value;"តម្លៃ"
values;""
variable;"អថេរ"
variance;""
variation;"បំរែ​បំរួល"
vector graphics;""
vector;""
vectorized image;"រូបភាព​​កំណត់​ដោយ​វ៉ិចទ័រ"
vendor;"ក្រុមហ៊ុន​លក់"
verbose;"បង្ហាញ​ជា​អក្សរ"
verification;""
verified;""
verify;"ផ្ទៀងផ្ទាត់"
verifying;""
version;""
versions;"កំណែ"
vertical adjustment;""
vertical alignment;""
vertical;"បញ្ឈរ"
vertically;""
vfs;""
vi improved;""
video clip;""
video conference;"សន្និសីទ​តាម​វីដេអូ"
video;"វីដេអូ"
vietnamese;""
view as icons;""
view as list;""
view user log;""
view;"មើល"
viewed;""
viewer;"កម្មវិធី​មើល"
viewing;""
viewport;""
violate;"បំពាន"
violation;"ការបំពាន"
virtual desktop;""
